VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
1036178.3	0.190300	0.662900	0.646600	0.275900	0.189600	0.225600	0.554700	0.320300	0.356400	0.144200	0.173300	0.231200
1041136.1	0.187800	0.673200	0.666700	0.285100	0.188300	0.225800	0.569100	0.334600	0.381500	0.133800	0.167000	0.234000
1046093.8	0.187200	0.665400	0.651400	0.280000	0.187200	0.224800	0.561400	0.320900	0.360100	0.138000	0.170000	0.234400
1051051.6	0.187700	0.662200	0.654900	0.279200	0.186400	0.224400	0.566200	0.323000	0.363800	0.135400	0.167600	0.232900
1056009.4	0.186700	0.670300	0.654700	0.279600	0.187200	0.223200	0.569000	0.322700	0.362700	0.136400	0.167000	0.231900
1060967.2	0.186700	0.665300	0.651700	0.276200	0.186500	0.222500	0.565800	0.318400	0.358600	0.129600	0.165000	0.232100
1065925.0	0.185900	0.669900	0.646900	0.276000	0.184800	0.221300	0.568000	0.323200	0.361100	0.136300	0.162800	0.232500
1070882.8	0.187600	0.666600	0.652500	0.276400	0.182800	0.219900	0.566200	0.326100	0.364300	0.128800	0.163900	0.234200
1075840.6	0.185900	0.668100	0.657000	0.278800	0.182500	0.219800	0.567900	0.328500	0.365900	0.134500	0.163400	0.235900
1080798.4	0.185300	0.661500	0.644800	0.274900	0.180500	0.217200	0.563300	0.319900	0.353900	0.129200	0.162000	0.237500
1085756.2	0.184800	0.668500	0.664000	0.279500	0.181600	0.217400	0.566100	0.323400	0.359600	0.133400	0.164300	0.240800
1090714.0	0.183700	0.657600	0.647400	0.273000	0.180800	0.217600	0.556100	0.314800	0.352300	0.134300	0.163600	0.238900
1095671.7	0.182900	0.650000	0.639400	0.270400	0.179300	0.217200	0.551000	0.313200	0.355900	0.127100	0.164900	0.238700
1100629.5	0.181100	0.645800	0.634500	0.267100	0.178200	0.216900	0.549300	0.307500	0.351200	0.127700	0.164300	0.239600
1105587.3	0.181000	0.640400	0.623500	0.262400	0.176500	0.215800	0.538800	0.299000	0.339700	0.131100	0.166600	0.238800
1110545.1	0.178600	0.656600	0.635500	0.262400	0.178000	0.217500	0.555200	0.295200	0.332600	0.134100	0.166200	0.239200
1115502.9	0.177700	0.681200	0.652600	0.262800	0.177700	0.217100	0.573500	0.302200	0.349300	0.127000	0.164000	0.242600
1120460.7	0.177100	0.680100	0.642700	0.254800	0.175000	0.215400	0.567400	0.289500	0.330000	0.129800	0.165500	0.240500
1125418.5	0.174500	0.682000	0.650100	0.256200	0.173500	0.216300	0.571200	0.292600	0.335800	0.127800	0.163700	0.242200
1130376.3	0.172700	0.675600	0.650700	0.255700	0.173000	0.215500	0.568700	0.290700	0.331300	0.127800	0.163600	0.243000
1135334.1	0.169500	0.672000	0.650800	0.252700	0.172100	0.214800	0.562300	0.286400	0.325700	0.129300	0.162600	0.242200
1140291.9	0.168800	0.667700	0.648500	0.251900	0.171500	0.214000	0.556800	0.282500	0.323100	0.127000	0.160300	0.240500
1145249.6	0.167700	0.660900	0.640700	0.248300	0.169100	0.211400	0.549500	0.276200	0.310600	0.127200	0.161400	0.239200
